cycle 21 / T3 Pure: 仮定 (B*) を落とす — 検証その 3（総和と明示定数） [    0.0s]
掃引する塔: 9（ADV 6 ＋ 母集団外 3）

==============================================================================
Step J/L/M: |Theta_M - b M phi(ell^M)| <= C ell^M（C は証明の明示定数） [    0.0s]
==============================================================================
tower                                    ell  M   b  Theta_M        err  err/l^M C(proof)
ADV bouquet (1,0)x2,(0,1),(1,1)            3  2   2       44       20.0    2.222    15.05
ADV bouquet (1,0)x2,(0,1),(1,1)            3  3   2      164       56.0    2.074    15.05
ADV bouquet (1,0)x2,(0,1),(1,1)            3  4   2      596      164.0    2.025    15.05
ADV bouquet (1,0)x2,(0,1),(1,1)            3  5   2     2108      488.0    2.008    15.05
ADV bouquet (1,0)x2,(0,1),(1,1)            5  1   0       14       14.0    2.800    15.14
ADV bouquet (1,0)x2,(0,1),(1,1)            5  2   0       70       70.0    2.800     4.80
ADV bouquet (1,0)x2,(0,1),(1,1)            5  3   0      350      350.0    2.800     4.80
ADV bouquet (1,0)x3,(0,1)x3                2  1   2        7        5.0    2.500    25.75
ADV bouquet (1,0)x3,(0,1)x3                2  2   2       16        8.0    2.000    45.51
ADV bouquet (1,0)x3,(0,1)x3                2  3   2       44       20.0    2.500    32.34
ADV bouquet (1,0)x3,(0,1)x3                2  4   2      108       44.0    2.750    32.34
ADV bouquet (1,0)x3,(0,1)x3                2  5   2      252       92.0    2.875    32.34
ADV bouquet (1,0)x3,(0,1)x3                2  6   2      572      188.0    2.938    32.34
ADV bouquet (1,0)x3,(0,1)x3                2  7   2     1276      380.0    2.969    32.34
ADV bouquet (1,0)x3,(0,1)x3                3  1   0        8        8.0    2.667    10.24
ADV bouquet (1,0)x3,(0,1)x3                3  2   0       24       24.0    2.667     2.67
ADV bouquet (1,0)x3,(0,1)x3                3  3   0       72       72.0    2.667     2.67
ADV bouquet (1,0)x3,(0,1)x3                3  4   0      216      216.0    2.667     2.67
ADV bouquet (1,0)x3,(0,1)x3                3  5   0      648      648.0    2.667     2.67
ADV bouquet (1,0)x3,(0,1)x3                5  1   0       16       16.0    3.200    16.65
ADV bouquet (1,0)x3,(0,1)x3                5  2   0       80       80.0    3.200     4.80
ADV bouquet (1,0)x3,(0,1)x3                5  3   0      400      400.0    3.200     4.80
EXT bouquet (1,0)x2,(0,1)x2                2  1   2        7        5.0    2.500    21.00
EXT bouquet (1,0)x2,(0,1)x2                2  2   2       16        8.0    2.000    36.00
EXT bouquet (1,0)x2,(0,1)x2                2  3   2       44       20.0    2.500    26.00
EXT bouquet (1,0)x2,(0,1)x2                2  4   2      108       44.0    2.750    26.00
EXT bouquet (1,0)x2,(0,1)x2                2  5   2      252       92.0    2.875    26.00
EXT bouquet (1,0)x2,(0,1)x2                2  6   2      572      188.0    2.938    26.00
EXT bouquet (1,0)x2,(0,1)x2                2  7   2     1276      380.0    2.969    26.00
EXT bouquet (1,0)x2,(0,1)x2                3  1   0        8        8.0    2.667    12.76
EXT bouquet (1,0)x2,(0,1)x2                3  2   0       24       24.0    2.667     2.67
EXT bouquet (1,0)x2,(0,1)x2                3  3   0       72       72.0    2.667     2.67
EXT bouquet (1,0)x2,(0,1)x2                3  4   0      216      216.0    2.667     2.67
EXT bouquet (1,0)x2,(0,1)x2                3  5   0      648      648.0    2.667     2.67
EXT bouquet (1,0)x2,(0,1)x2                5  1   0       16       16.0    3.200    15.14
EXT bouquet (1,0)x2,(0,1)x2                5  2   0       80       80.0    3.200     4.80
EXT bouquet (1,0)x2,(0,1)x2                5  3   0      400      400.0    3.200     4.80
EXT bouquet (1,1)x2,(1,-1)x2               3  1   0        8        8.0    2.667    12.76
EXT bouquet (1,1)x2,(1,-1)x2               3  2   0       24       24.0    2.667     2.67
EXT bouquet (1,1)x2,(1,-1)x2               3  3   0       72       72.0    2.667     2.67
EXT bouquet (1,1)x2,(1,-1)x2               3  4   0      216      216.0    2.667     2.67
EXT bouquet (1,1)x2,(1,-1)x2               3  5   0      648      648.0    2.667     2.67
EXT bouquet (1,1)x2,(1,-1)x2               5  1   0       16       16.0    3.200    15.14
EXT bouquet (1,1)x2,(1,-1)x2               5  2   0       80       80.0    3.200     4.80
EXT bouquet (1,1)x2,(1,-1)x2               5  3   0      400      400.0    3.200     4.80
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  1   2        8        6.0    3.000    24.97
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  2   2       18       10.0    2.500    43.93
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  3   2       42       18.0    2.250    31.29
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  4   2       98       34.0    2.125    31.29
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  5   2      226       66.0    2.062    31.29
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  6   2      514      130.0    2.031    31.29
EXT bouquet (1,0),(0,1),(1,1),(1,-1),(2,   2  7   2     1154      258.0    2.016    31.29
